,Unnamed: 0,AVG_Per_Comp,AVG_Per_Rec,AVG_Per_Rush,CMP,CMP%,INT,LNG,Name,Passing_ATT,Passing_YDS,REC,RTG,Recieving_YDS,Rushing_ATT,Rushing_YDS,SACK,SYL,TD
0,0,6.7,,,179.0,55.1,9.0,75,Desmond Ridder QB,325.0,2164.0,,123.7,,,,28.0,-197.0,18
1,1,7.6,,,29.0,56.9,2.0,56,Ben Bryant QB,51.0,388.0,,119.4,,,,7.0,-37.0,1
2,2,6.8,,,208.0,55.2,11.0,75,Total,377.0,2552.0,,122.8,,,,35.0,-234.0,19
3,0,,,4.8,,,,73,Michael Warren II RB,,,,,,261.0,1265.0,,,14
4,1,,,4.5,,,,49,Desmond Ridder QB,,,,,,144.0,650.0,,,5
5,10,,,2.0,,,,2,Jake Sopko QB,,,,,,1.0,2.0,,,0
6,11,,,4.7,,,,73,Total,,,,,,616.0,2912.0,,,30
7,2,,,5.3,,,,53,Gerrid Doaks RB,,,,,,100.0,526.0,,,5
8,3,,,4.8,,,,38,Tavion Thomas RB,,,,,,40.0,190.0,,,1
9,4,,,5.3,,,,26,Ryan Montgomery RB,,,,,,20.0,106.0,,,2
10,5,,,11.6,,,,32,Tre Tucker WR,,,,,,8.0,93.0,,,0
11,6,,,1.6,,,,21,Ben Bryant QB,,,,,,22.0,35.0,,,1
12,7,,,3.7,,,,12,Michael Kopaygorodsky RB,,,,,,7.0,26.0,,,1
13,8,,,12.5,,,,24,Rashad Medaris WR,,,,,,2.0,25.0,,,0
14,9,,,13.0,,,,13,Wilson Huber TE,,,,,,1.0,13.0,,,0
15,0,,17.6,,,,,52,Alec Pierce WR,,,37.0,,652.0,,,,,2
16,1,,12.9,,,,,73,Josiah Deguara TE,,,39.0,,504.0,,,,,7
17,10,,9.3,,,,,20,Leonard Taylor TE,,,4.0,,37.0,,,,,1
18,11,,4.9,,,,,10,Trent Cloud WR,,,7.0,,34.0,,,,,1
19,12,,9.5,,,,,11,Blue Smith WR,,,2.0,,19.0,,,,,0
20,13,,4.5,,,,,5,Bruno Labelle TE,,,2.0,,9.0,,,,,1
21,14,,7.0,,,,,7,Wyatt Fischer WR,,,1.0,,7.0,,,,,0
22,15,,7.0,,,,,7,Myjai Sanders DE,,,1.0,,7.0,,,,,0
23,16,,6.0,,,,,6,Tavion Thomas RB,,,1.0,,6.0,,,,,0
24,17,,12.3,,,,,75,Total,,,208.0,,2552.0,,,,,19
25,2,,14.2,,,,,75,Rashad Medaris WR,,,25.0,,354.0,,,,,2
26,3,,10.8,,,,,32,Malick Mbodj WR,,,23.0,,249.0,,,,,1
27,4,,10.1,,,,,24,Jayshon Jackson WR,,,17.0,,171.0,,,,,0
28,5,,7.3,,,,,30,Michael Warren II RB,,,21.0,,153.0,,,,,2
29,6,,12.5,,,,,51,Thomas Geddis WR,,,11.0,,137.0,,,,,1
30,7,,13.1,,,,,56,Tre Tucker WR,,,7.0,,92.0,,,,,0
31,8,,8.8,,,,,28,Gerrid Doaks RB,,,8.0,,70.0,,,,,1
32,9,,25.5,,,,,32,Josh Whyle TE,,,2.0,,51.0,,,,,0
33,0,8.1,,,158.0,65.6,5.0,54,Davis Mills QB,241.0,1960.0,,144.8,,,,13.0,-65.0,11
34,1,6.2,,,102.0,61.1,3.0,79,K.J. Costello QB,167.0,1038.0,,121.6,,,,8.0,-38.0,6
35,2,4.5,,,15.0,46.9,0.0,35,Jack West QB,32.0,143.0,,84.4,,,,8.0,-39.0,0
36,3,8.0,,,1.0,100.0,0.0,8,Colby Parkinson TE,1.0,8.0,,497.2,,,,0.0,0.0,1
37,4,7.1,,,276.0,62.2,8.0,79,Total,444.0,3149.0,,131.5,,,,29.0,-142.0,18
38,0,,,4.2,,,,45,Cameron Scarlett RB,,,,,,201.0,840.0,,,7
39,1,,,5.0,,,,35,Austin Jones RB,,,,,,45.0,227.0,,,1
40,2,,,3.4,,,,11,Dorian Maddox RB,,,,,,22.0,75.0,,,0
41,3,,,6.3,,,,14,Nathaniel Peat RB,,,,,,9.0,57.0,,,0
42,4,,,1.4,,,,17,Davis Mills QB,,,,,,32.0,44.0,,,0
43,5,,,10.0,,,,17,Connor Wedington WR,,,,,,3.0,30.0,,,0
44,6,,,1.3,,,,14,K.J. Costello QB,,,,,,18.0,24.0,,,0
45,7,,,6.0,,,,8,Osiris St. Brown WR,,,,,,2.0,12.0,,,0
46,8,,,-2.3,,,,7,Jack West QB,,,,,,12.0,-28.0,,,0
47,9,,,3.7,,,,45,Total,,,,,,346.0,1266.0,,,8
48,0,,12.0,,,,,47,Michael Wilson WR,,,56.0,,672.0,,,,,5
49,1,,12.3,,,,,36,Colby Parkinson TE,,,48.0,,589.0,,,,,1
50,10,,7.5,,,,,16,Tucker Fisk TE,,,4.0,,30.0,,,,,0
51,11,,5.8,,,,,12,Scooter Harrington TE,,,4.0,,23.0,,,,,0
52,12,,7.3,,,,,14,Brycen Tremayne WR,,,3.0,,22.0,,,,,3
53,13,,2.8,,,,,8,Jay Symonds FB,,,4.0,,11.0,,,,,0
54,14,,8.0,,,,,8,Davis Mills QB,,,1.0,,8.0,,,,,1
55,15,,1.0,,,,,4,Houston Heimuli FB,,,3.0,,3.0,,,,,0
56,16,,-12.0,,,,,0,K.J. Costello QB,,,1.0,,-12.0,,,,,0
57,17,,11.4,,,,,79,Total,,,276.0,,3149.0,,,,,18
58,2,,23.6,,,,,79,Simi Fehoko WR,,,24.0,,566.0,,,,,6
59,3,,9.9,,,,,43,Connor Wedington WR,,,51.0,,506.0,,,,,1
60,4,,9.7,,,,,31,Osiris St. Brown WR,,,27.0,,263.0,,,,,0
61,5,,9.6,,,,,26,Cameron Scarlett RB,,,25.0,,240.0,,,,,0
62,6,,7.7,,,,,24,Austin Jones RB,,,14.0,,108.0,,,,,0
63,7,,8.6,,,,,21,Nathaniel Peat RB,,,5.0,,43.0,,,,,0
64,8,,40.0,,,,,40,Donald Stewart WR,,,1.0,,40.0,,,,,1
65,9,,9.3,,,,,27,Dorian Maddox RB,,,4.0,,37.0,,,,,0
66,0,7.5,,,216.0,59.7,12.0,94,Dorian Thompson-Robinson QB,362.0,2701.0,,134.9,,,,34.0,-302.0,21
67,1,5.7,,,44.0,68.8,0.0,30,Austin Burton QB,64.0,365.0,,121.8,,,,3.0,-14.0,1
68,2,7.2,,,260.0,61.0,12.0,94,Total,426.0,3066.0,,132.9,,,,37.0,-316.0,22
69,0,,,4.6,,,,54,Joshua Kelley RB,,,,,,229.0,1060.0,,,12
70,1,,,3.8,,,,75,Demetric Felton RB,,,,,,86.0,331.0,,,1
71,2,,,1.7000000000000002,,,,39,Dorian Thompson-Robinson QB,,,,,,118.0,198.0,,,4
72,3,,,4.3,,,,16,Austin Burton QB,,,,,,23.0,100.0,,,1
73,4,,,4.8,,,,23,Kazmeir Allen RB,,,,,,13.0,63.0,,,0
74,5,,,3.4,,,,9,Martell Irby RB,,,,,,10.0,34.0,,,0
75,6,,,8.3,,,,15,Cole Kinder RB,,,,,,4.0,33.0,,,0
76,7,,,7.0,,,,7,Kyle Philips WR,,,,,,1.0,7.0,,,0
77,8,,,3.7,,,,75,Total,,,,,,490.0,1802.0,,,18
78,0,,11.4,,,,,39,Kyle Philips WR,,,60.0,,681.0,,,,,5
79,1,,14.6,,,,,53,Devin Asiasi TE,,,44.0,,641.0,,,,,4
80,10,,13.0,,,,,18,Mike Martinez TE,,,3.0,,39.0,,,,,0
81,11,,7.3,,,,,24,Kazmeir Allen RB,,,4.0,,29.0,,,,,0
82,12,,5.0,,,,,5,Delon Hurt WR,,,1.0,,5.0,,,,,0
83,13,,2.0,,,,,2,Matt Lynch TE,,,1.0,,2.0,,,,,1
84,14,,11.8,,,,,94,Total,,,260.0,,3066.0,,,,,22
85,2,,10.8,,,,,94,Demetric Felton RB,,,55.0,,594.0,,,,,4
86,3,,14.0,,,,,61,Chase Cota WR,,,25.0,,350.0,,,,,3
87,4,,10.6,,,,,39,Jaylen Erwin WR,,,32.0,,339.0,,,,,2
88,5,,13.1,,,,,31,Greg Dulcich TE,,,8.0,,105.0,,,,,1
89,6,,22.5,,,,,45,Ethan Fernea WR,,,4.0,,90.0,,,,,1
90,7,,10.3,,,,,21,Jordan Wilson TE,,,7.0,,72.0,,,,,0
91,8,,6.5,,,,,14,Joshua Kelley RB,,,11.0,,71.0,,,,,1
92,9,,9.6,,,,,12,Martell Irby RB,,,5.0,,48.0,,,,,0
93,0,8.9,,,282.0,71.9,9.0,95,Kedon Slovis QB,392.0,3502.0,,167.6,,,,23.0,-143.0,30
94,1,7.4,,,58.0,65.9,5.0,77,Matt Fink QB,88.0,648.0,,131.4,,,,4.0,-35.0,4
95,2,6.3,,,25.0,73.5,1.0,28,JT Daniels QB,34.0,215.0,,130.5,,,,1.0,-14.0,1
96,3,8.5,,,365.0,71.0,15.0,95,Total,514.0,4365.0,,159.0,,,,28.0,-192.0,35
97,0,,,4.8,,,,26,Vavae Malepeai RB,,,,,,105.0,503.0,,,6
98,1,,,5.5,,,,60,Stephen Carr RB,,,,,,72.0,396.0,,,5
99,10,,,3.9,,,,60,Total,,,,,,391.0,1537.0,,,18
100,2,,,5.5,,,,55,Kenan Christon RB,,,,,,68.0,373.0,,,2
101,3,,,6.4,,,,35,Markese Stepp RB,,,,,,48.0,307.0,,,3
102,4,,,8.6,,,,37,Amon-Ra St. Brown WR,,,,,,7.0,60.0,,,1
103,5,,,2.9,,,,6,Quincy Jountti RB,,,,,,13.0,38.0,,,0
104,6,,,7.5,,,,11,Dominic Davis CB,,,,,,2.0,15.0,,,0
105,7,,,-2.0,,,,5,JT Daniels QB,,,,,,3.0,-6.0,,,0
106,8,,,-1.0,,,,8,Matt Fink QB,,,,,,12.0,-12.0,,,1
107,9,,,-1.3,,,,9,Kedon Slovis QB,,,,,,45.0,-57.0,,,0
108,0,,12.6,,,,,77,Michael Pittman Jr. WR,,,101.0,,1275.0,,,,,11
109,1,,13.5,,,,,95,Amon-Ra St. Brown WR,,,77.0,,1042.0,,,,,6
110,10,,20.0,,,,,20,Kyle Ford WR,,,1.0,,20.0,,,,,1
111,11,,6.3,,,,,9,Munir McClain WR,,,3.0,,19.0,,,,,0
112,12,,11.0,,,,,11,Devon Williams WR,,,1.0,,11.0,,,,,0
113,13,,12.0,,,,,95,Total,,,365.0,,4365.0,,,,,35
114,2,,12.3,,,,,49,Tyler Vaughns WR,,,74.0,,912.0,,,,,6
115,3,,14.5,,,,,46,Drake London WR,,,39.0,,567.0,,,,,5
116,4,,6.5,,,,,21,Stephen Carr RB,,,22.0,,143.0,,,,,1
117,5,,11.5,,,,,58,Kenan Christon RB,,,11.0,,126.0,,,,,3
118,6,,11.1,,,,,60,Erik Krommenhoek TE,,,11.0,,122.0,,,,,0
119,7,,4.7,,,,,16,Vavae Malepeai RB,,,15.0,,70.0,,,,,1
120,8,,5.8,,,,,8,Velus Jones Jr. WR,,,6.0,,35.0,,,,,0
121,9,,5.8,,,,,12,Josh Falo TE,,,4.0,,23.0,,,,,1
122,0,10.3,,,220.0,73.1,4.0,83,Tyler Huntley QB,301.0,3092.0,,177.5,,,,24.0,-142.0,19
123,1,5.8,,,7.0,77.8,0.0,14,Drew Lisk QB,9.0,52.0,,126.3,,,,0.0,0.0,0
124,2,3.9,,,6.0,54.5,0.0,10,Jason Shelley QB,11.0,43.0,,117.4,,,,2.0,-12.0,1
125,3,9.9,,,233.0,72.6,4.0,83,Total,321.0,3187.0,,174.0,,,,26.0,-154.0,20
126,0,,,6.0,,,,91,Zack Moss RB,,,,,,235.0,1416.0,,,15
127,1,,,2.8,,,,26,Tyler Huntley QB,,,,,,104.0,290.0,,,5
128,10,,,1.6,,,,17,Jason Shelley QB,,,,,,19.0,31.0,,,1
129,11,,,7.3,,,,9,Britain Covey WR,,,,,,3.0,22.0,,,0
130,12,,,3.0,,,,4,Drew Lisk QB,,,,,,2.0,6.0,,,0
131,13,,,5.0,,,,5,Terrell Perriman WR,,,,,,1.0,5.0,,,0
132,14,,,1.0,,,,1,Solomon Enis WR,,,,,,1.0,1.0,,,0
133,15,,,-2.0,,,,0,Ben Lennon P,,,,,,1.0,-2.0,,,0
134,16,,,4.8,,,,91,Total,,,,,,591.0,2819.0,,,34
135,2,,,4.5,,,,30,Devin Brumfield RB,,,,,,59.0,263.0,,,2
136,3,,,4.0,,,,23,Jordan Wilmore RB,,,,,,49.0,194.0,,,1
137,4,,,5.5,,,,27,Devonta'e Henry-Cole RB,,,,,,34.0,188.0,,,2
138,5,,,6.2,,,,15,Jaylen Dixon WR,,,,,,18.0,111.0,,,2
139,6,,,17.0,,,,44,Brant Kuithe TE,,,,,,6.0,102.0,,,3
140,7,,,4.7,,,,12,Derrick Vickers WR,,,,,,20.0,94.0,,,1
141,8,,,3.0,,,,17,TJ Green RB,,,,,,23.0,68.0,,,1
142,9,,,5.4,,,,13,Demari Simpkins WR,,,,,,8.0,43.0,,,1
143,0,,17.7,,,,,69,Brant Kuithe TE,,,34.0,,602.0,,,,,6
144,1,,25.6,,,,,82,Bryan Thompson WR,,,18.0,,461.0,,,,,3
145,10,,4.6,,,,,13,Devin Brumfield RB,,,9.0,,41.0,,,,,0
146,11,,7.7,,,,,11,Devonta'e Henry-Cole RB,,,3.0,,23.0,,,,,1
147,12,,6.5,,,,,7,Jordan Wilmore RB,,,2.0,,13.0,,,,,0
148,13,,6.0,,,,,11,Hunter Thedford TE,,,2.0,,12.0,,,,,0
149,14,,10.0,,,,,10,Ali'i Niumatalolo TE,,,1.0,,10.0,,,,,0
150,15,,10.0,,,,,10,Donte Banton WR,,,1.0,,10.0,,,,,0
151,16,,4.5,,,,,7,Terrell Perriman WR,,,2.0,,9.0,,,,,0
152,17,,13.7,,,,,83,Total,,,233.0,,3187.0,,,,,20
153,2,,13.9,,,,,69,Zack Moss RB,,,28.0,,388.0,,,,,2
154,3,,11.0,,,,,54,Demari Simpkins WR,,,32.0,,352.0,,,,,2
155,4,,14.3,,,,,41,Jaylen Dixon WR,,,24.0,,343.0,,,,,1
156,5,,18.3,,,,,83,Samson Nacua WR,,,18.0,,330.0,,,,,4
157,6,,10.6,,,,,26,Derrick Vickers WR,,,19.0,,202.0,,,,,0
158,7,,11.3,,,,,41,Solomon Enis WR,,,14.0,,158.0,,,,,0
159,8,,9.8,,,,,16,Cole Fotheringham TE,,,16.0,,156.0,,,,,1
160,9,,7.7,,,,,21,Britain Covey WR,,,10.0,,77.0,,,,,0
161,0,7.7,,,260.0,64.2,8.0,57,Jacob Eason QB,405.0,3132.0,,143.9,,,,21.0,-147.0,23
162,1,6.3,,,2.0,66.7,0.0,21,Jacob Sirmon QB,3.0,19.0,,119.9,,,,1.0,-6.0,0
163,2,13.0,,,1.0,100.0,0.0,13,Richard Newton RB,1.0,13.0,,539.2,,,,0.0,0.0,1
164,3,0.0,,,0.0,0.0,0.0,0,-,1.0,0.0,,0.0,,,,0.0,0.0,0
165,4,0.0,,,0.0,0.0,0.0,0,Aaron Fuller WR,1.0,0.0,,0.0,,,,0.0,0.0,0
166,5,7.7,,,263.0,64.0,8.0,57,Total,411.0,3164.0,,144.0,,,,22.0,-153.0,24
167,0,,,5.4,,,,89,Salvon Ahmed RB,,,,,,188.0,1020.0,,,11
168,1,,,4.3,,,,23,Richard Newton RB,,,,,,117.0,498.0,,,10
169,10,,,-2.0,,,,4,Hunter Bryant TE,,,,,,2.0,-4.0,,,0
170,11,,,-2.5,,,,1,Jacob Sirmon QB,,,,,,2.0,-5.0,,,0
171,12,,,-2.6,,,,0,-,,,,,,16.0,-42.0,,,0
172,13,,,-1.5,,,,19,Jacob Eason QB,,,,,,46.0,-69.0,,,1
173,14,,,4.2,,,,89,Total,,,,,,461.0,1922.0,,,24
174,2,,,6.2,,,,44,Sean McGrew RB,,,,,,55.0,342.0,,,1
175,3,,,5.9,,,,19,Chico McClatcher WR,,,,,,9.0,53.0,,,0
176,4,,,21.5,,,,34,Malik Braxton RB,,,,,,2.0,43.0,,,0
177,5,,,2.2,,,,9,Kamari Pleasant RB,,,,,,16.0,35.0,,,0
178,6,,,8.8,,,,12,Andre Baccellia WR,,,,,,4.0,35.0,,,1
179,7,,,9.0,,,,9,Terrell Bynum WR,,,,,,1.0,9.0,,,0
180,8,,,3.0,,,,7,Cameron Davis RB,,,,,,2.0,6.0,,,0
181,9,,,1.0,,,,1,Race Porter P,,,,,,1.0,1.0,,,0
182,0,,15.9,,,,,50,Hunter Bryant TE,,,52.0,,825.0,,,,,3
183,1,,11.9,,,,,37,Aaron Fuller WR,,,59.0,,702.0,,,,,6
184,10,,3.8,,,,,12,Sean McGrew RB,,,10.0,,38.0,,,,,0
185,11,,13.0,,,,,18,Kamari Pleasant RB,,,2.0,,26.0,,,,,0
186,12,,8.0,,,,,17,Richard Newton RB,,,2.0,,16.0,,,,,1
187,13,,3.0,,,,,4,Jack Westover TE,,,3.0,,9.0,,,,,1
188,14,,0.0,,,,,5,Jacob Eason QB,,,0.0,,5.0,,,,,0
189,15,,-2.0,,,,,-2,Austin Osborne WR,,,1.0,,-2.0,,,,,0
190,16,,12.0,,,,,57,Total,,,263.0,,3164.0,,,,,24
191,2,,11.9,,,,,57,Terrell Bynum WR,,,31.0,,368.0,,,,,2
192,3,,10.8,,,,,36,Cade Otton TE,,,32.0,,344.0,,,,,2
193,4,,10.8,,,,,50,Andre Baccellia WR,,,29.0,,314.0,,,,,4
194,5,,24.0,,,,,49,Puka Nacua WR,,,7.0,,168.0,,,,,2
195,6,,7.8,,,,,20,Chico McClatcher WR,,,13.0,,102.0,,,,,1
196,7,,32.7,,,,,48,Jordan Chin WR,,,3.0,,98.0,,,,,2
197,8,,5.3,,,,,23,Salvon Ahmed RB,,,16.0,,84.0,,,,,0
198,9,,22.3,,,,,26,Marquis Spiker WR,,,3.0,,67.0,,,,,0
199,0,8.1,,,493.0,71.6,16.0,65,Anthony Gordon QB,689.0,5579.0,,157.9,,,,20.0,-153.0,48
200,1,6.8,,,10.0,76.9,0.0,26,Gage Gubrud QB,13.0,89.0,,159.8,,,,0.0,0.0,1
201,2,2.5,,,2.0,33.3,0.0,11,Trey Tinsley QB,6.0,15.0,,109.3,,,,0.0,0.0,1
202,3,0.0,,,0.0,0.0,0.0,0,- Team -,2.0,0.0,,0.0,,,,0.0,0.0,0
203,4,8.0,,,505.0,71.1,16.0,65,Total,710.0,5683.0,,157.1,,,,20.0,-153.0,50
204,0,,,6.4,,,,56,Max Borghi RB,,,,,,127.0,817.0,,,11
205,1,,,6.9,,,,32,Deon McIntosh RB,,,,,,16.0,111.0,,,1
206,2,,,2.8,,,,8,Clay Markoff RB,,,,,,9.0,25.0,,,0
207,3,,,-0.4,,,,17,Anthony Gordon QB,,,,,,51.0,-20.0,,,0
208,4,,,-6.9,,,,0,- Team -,,,,,,7.0,-48.0,,,0
209,5,,,4.2,,,,56,Total,,,,,,210.0,885.0,,,12
210,0,,14.2,,,,,44,Brandon Arconado WR,,,78.0,,1109.0,,,,,7
211,1,,11.4,,,,,39,Easop Winston Jr. WR,,,85.0,,970.0,,,,,11
212,10,,9.7,,,,,26,Kassidy Woods WR,,,6.0,,58.0,,,,,0
213,11,,6.5,,,,,11,Brandon Gray WR,,,2.0,,13.0,,,,,0
214,12,,11.3,,,,,65,Total,,,505.0,,5683.0,,,,,50
215,2,,13.1,,,,,48,Dezmon Patmon WR,,,58.0,,762.0,,,,,8
216,3,,6.9,,,,,65,Max Borghi RB,,,86.0,,597.0,,,,,5
217,4,,10.7,,,,,41,Renard Bell WR,,,54.0,,579.0,,,,,6
218,5,,13.1,,,,,58,Davontavean Martin WR,,,43.0,,564.0,,,,,4
219,6,,11.4,,,,,54,Travell Harris WR,,,47.0,,536.0,,,,,5
220,7,,13.9,,,,,58,Rodrick Fisher WR,,,19.0,,265.0,,,,,1
221,8,,11.7,,,,,36,Calvin Jackson Jr. WR,,,10.0,,117.0,,,,,1
222,9,,6.6,,,,,41,Deon McIntosh RB,,,17.0,,113.0,,,,,2
223,0,11.3,,,180.0,71.4,3.0,85,Tua Tagovailoa QB,252.0,2840.0,,206.9,,,,10.0,-63.0,33
224,1,10.7,,,97.0,68.8,3.0,85,Mac Jones QB,141.0,1503.0,,186.8,,,,2.0,-18.0,14
225,2,8.3,,,9.0,75.0,0.0,20,Taulia Tagovailoa QB,12.0,100.0,,172.5,,,,0.0,0.0,1
226,3,6.0,,,1.0,100.0,0.0,6,Slade Bolden WR,1.0,6.0,,480.4,,,,0.0,0.0,1
227,4,11.0,,,287.0,70.7,6.0,85,Total,406.0,4449.0,,199.6,,,,12.0,-81.0,49
228,0,,,5.9,,,,31,Najee Harris RB,,,,,,209.0,1224.0,,,13
229,1,,,4.6,,,,37,Brian Robinson Jr. RB,,,,,,96.0,441.0,,,5
230,10,,,2.5,,,,5,Slade Bolden WR,,,,,,4.0,10.0,,,0
231,11,,,5.0,,,,5,Jaylen Waddle WR,,,,,,1.0,5.0,,,0
232,12,,,1.0,,,,1,Jerry Jeudy WR,,,,,,1.0,1.0,,,0
233,13,,,-2.0,,,,0,Taulia Tagovailoa QB,,,,,,1.0,-2.0,,,0
234,14,,,-1.6,,,,0,-,,,,,,8.0,-13.0,,,0
235,15,,,-19.0,,,,0,Ty Perine PK,,,,,,1.0,-19.0,,,0
236,16,,,5.0,,,,75,Total,,,,,,436.0,2191.0,,,27
237,2,,,6.5,,,,74,Keilan Robinson RB,,,,,,39.0,254.0,,,2
238,3,,,4.8,,,,37,Jerome Ford RB,,,,,,24.0,114.0,,,3
239,4,,,37.5,,,,75,Henry Ruggs III WR,,,,,,2.0,75.0,,,1
240,5,,,2.3,,,,18,Mac Jones QB,,,,,,16.0,36.0,,,1
241,6,,,2.8,,,,9,Chadarius Townsend WR,,,,,,8.0,22.0,,,0
242,7,,,0.7000000000000001,,,,25,Tua Tagovailoa QB,,,,,,23.0,17.0,,,2
243,8,,,14.0,,,,14,Tyrell Shavers WR,,,,,,1.0,14.0,,,0
244,9,,,6.0,,,,8,De'Marquise Lockridge RB,,,,,,2.0,12.0,,,0
245,0,,18.5,,,,,85,DeVonta Smith WR,,,68.0,,1256.0,,,,,14
246,1,,15.1,,,,,85,Jerry Jeudy WR,,,77.0,,1163.0,,,,,10
247,10,,20.0,,,,,20,Tyrell Shavers WR,,,1.0,,20.0,,,,,0
248,11,,8.0,,,,,19,Jahleel Billingsley TE,,,2.0,,16.0,,,,,0
249,12,,5.5,,,,,9,Jerome Ford RB,,,2.0,,11.0,,,,,0
250,13,,5.0,,,,,5,Giles Amos TE,,,1.0,,5.0,,,,,0
251,14,,-1.0,,,,,0,Mac Jones QB,,,1.0,,-1.0,,,,,0
252,15,,15.5,,,,,85,Total,,,287.0,,4449.0,,,,,49
253,2,,18.6,,,,,81,Henry Ruggs III WR,,,40.0,,746.0,,,,,7
254,3,,17.0,,,,,58,Jaylen Waddle WR,,,33.0,,560.0,,,,,6
255,4,,11.3,,,,,42,Najee Harris RB,,,27.0,,304.0,,,,,7
256,5,,11.1,,,,,27,Miller Forristall TE,,,15.0,,167.0,,,,,4
257,6,,11.3,,,,,34,Brian Robinson Jr. RB,,,11.0,,124.0,,,,,0
258,7,,17.0,,,,,20,Slade Bolden WR,,,2.0,,34.0,,,,,0
259,8,,5.8,,,,,17,John Metchie WR,,,4.0,,23.0,,,,,0
260,9,,7.0,,,,,12,Major Tennison TE,,,3.0,,21.0,,,,,1
261,0,6.4,,,96.0,53.6,10.0,62,Nick Starkel QB,179.0,1152.0,,109.4,,,,3.0,-21.0,7
262,1,5.4,,,65.0,47.4,2.0,49,Ben Hicks QB,137.0,738.0,,94.6,,,,10.0,-55.0,2
263,2,6.4,,,14.0,45.2,1.0,38,K.J. Jefferson QB,31.0,197.0,,92.1,,,,5.0,-45.0,0
264,3,4.2,,,13.0,43.3,0.0,24,Jack Lindsey QB,30.0,126.0,,111.6,,,,0.0,0.0,3
265,4,3.9,,,13.0,50.0,1.0,12,John Stephen Jones QB,26.0,101.0,,100.3,,,,1.0,-7.0,2
266,5,1.0,,,1.0,100.0,0.0,1,Rakeem Boyd RB,1.0,1.0,,108.4,,,,0.0,0.0,0
267,6,0.0,,,0.0,0.0,0.0,0,Treylon Burks WR,1.0,0.0,,0.0,,,,0.0,0.0,0
268,7,0.0,,,0.0,0.0,0.0,0,-,1.0,0.0,,0.0,,,,0.0,0.0,0
269,8,0.0,,,0.0,0.0,1.0,0,Sam Loy P,1.0,0.0,,-200.0,,,,0.0,0.0,0
270,9,5.7,,,202.0,49.6,15.0,62,Total,407.0,2315.0,,101.4,,,,19.0,-128.0,14
271,0,,,6.2,,,,86,Rakeem Boyd RB,,,,,,184.0,1133.0,,,8
272,1,,,4.0,,,,25,Devwah Whaley RB,,,,,,69.0,278.0,,,4
273,10,,,0.5,,,,17,Ben Hicks QB,,,,,,21.0,10.0,,,0
274,11,,,3.0,,,,3,Cheyenne O'Grady TE,,,,,,1.0,3.0,,,0
275,12,,,-2.7,,,,8,Nick Starkel QB,,,,,,6.0,-16.0,,,0
276,13,,,-2.7,,,,0,-,,,,,,6.0,-16.0,,,0
277,14,,,4.7,,,,86,Total,,,,,,376.0,1766.0,,,14
278,2,,,11.4,,,,30,Jack Lindsey QB,,,,,,7.0,80.0,,,0
279,3,,,8.1,,,,29,T.J. Hammonds RB,,,,,,8.0,65.0,,,0
280,4,,,1.9,,,,21,K.J. Jefferson QB,,,,,,30.0,58.0,,,2
281,5,,,10.2,,,,17,De'Vion Warren WR,,,,,,5.0,51.0,,,0
282,6,,,3.3,,,,15,Chase Hayden RB,,,,,,12.0,39.0,,,0
283,7,,,3.9,,,,11,Treylon Burks WR,,,,,,9.0,35.0,,,0
284,8,,,3.4,,,,11,A'Montae Spivey RB,,,,,,7.0,24.0,,,0
285,9,,,2.0,,,,12,John Stephen Jones QB,,,,,,11.0,22.0,,,0
286,0,,16.4,,,,,38,Treylon Burks WR,,,29.0,,475.0,,,,,0
287,1,,12.8,,,,,62,Mike Woods WR,,,33.0,,423.0,,,,,4
288,10,,13.5,,,,,14,John David White WR,,,2.0,,27.0,,,,,0
289,11,,4.8,,,,,15,De'Vion Warren WR,,,4.0,,19.0,,,,,0
290,12,,5.0,,,,,14,Hudson Henry TE,,,3.0,,15.0,,,,,0
291,13,,3.0,,,,,6,Chase Hayden RB,,,4.0,,12.0,,,,,0
292,14,,2.5,,,,,7,T.J. Hammonds RB,,,4.0,,10.0,,,,,0
293,15,,2.0,,,,,2,T.Q. Jackson WR,,,1.0,,2.0,,,,,0
294,16,,-8.0,,,,,0,K.J. Jefferson QB,,,1.0,,-8.0,,,,,0
295,17,,11.5,,,,,62,Total,,,202.0,,2315.0,,,,,14
296,2,,13.8,,,,,49,Trey Knox WR,,,28.0,,385.0,,,,,3
297,3,,11.3,,,,,62,Cheyenne O'Grady TE,,,33.0,,372.0,,,,,3
298,4,,8.4,,,,,29,Rakeem Boyd RB,,,19.0,,160.0,,,,,0
299,5,,11.9,,,,,30,Tyson Morris WR,,,13.0,,155.0,,,,,1
300,6,,8.8,,,,,22,Devwah Whaley RB,,,16.0,,141.0,,,,,0
301,7,,9.2,,,,,23,Grayson Gunter TE,,,6.0,,55.0,,,,,1
302,8,,12.7,,,,,19,Koilan Jackson WR,,,3.0,,38.0,,,,,1
303,9,,11.3,,,,,14,Chase Harrell TE,,,3.0,,34.0,,,,,1
304,0,6.7,,,217.0,57.6,6.0,78,Bo Nix QB,377.0,2542.0,,125.0,,,,17.0,-129.0,16
305,1,12.0,,,5.0,71.4,0.0,37,Cord Sandberg QB,7.0,84.0,,266.5,,,,0.0,0.0,2
306,2,7.7,,,5.0,71.4,0.0,17,Joey Gatewood QB,7.0,54.0,,230.5,,,,1.0,-7.0,2
